

Interrupt IDs
-------------

Name                                     Number
=====                                    ============
W_TX_START_TIME_DIFF_OVER_MAX_WW: 278541       (0x0004400D)
W_TX_RACH_MESSAGE_TX_HW_FAILED_WW: 278542       (0x0004400E)
W_TX_RACH_INVALID_CONNECT_REQ_WW: 278543       (0x0004400F)
W_TX_RACH_UNKNOWN_SB_ID_WW: 278544       (0x00044010)
W_TX_RACH_TRANSMITTING_0_BITS_WW: 278545       (0x00044011)
W_TX_RACH_DATA_SF_NOT_FOUND_WW: 278546       (0x00044012)
W_TX_RACH_CHANNEL_ENCODE_FAIL_WW: 278547       (0x00044013)
W_TX_RACH_1ST_RADIO_FRAME_IL1_RM_FAIL_WW: 278548       (0x00044014)
W_TX_RACH_1ST_RADIO_FRAME_IL2_FAIL_WW: 278549       (0x00044015)
W_TX_RACH_AI_RECEIVED_TOO_LATE_WW: 278550       (0x00044016)
W_TX_RACH_PREAMBLE_TX_HW_FAILED_WW: 278551       (0x00044017)
W_TX_FACH_MEAS_WINDOW_OVERLAP_WW: 278552       (0x00044018)
W_TX_INVALID_HS_DPCCH_MSG_WW: 278553       (0x00044019)
W_TX_REQUEST_REJECTED_BY_HSDPCCH_FSM_WW: 278554       (0x0004401A)
W_TX_HS_DPCCH_ACTIVATION_TIME_DISCARDED_WW: 278555       (0x0004401B)
W_TX_REQUEST_REJECTED_BY_HSUPA_FSM_WW: 278556       (0x0004401C)
W_TX_HSUPA_SIG_RECEIVED_BUT_HSUPA_NOT_SUPPORTED_WW: 278557       (0x0004401D)
W_TX_HSUPA_NO_SUITABLE_BIT_RATE_FOUND_FOR_EDCH_TRANSPORT_BLOCK_WW: 278558       (0x0004401E)
W_TX_HSUPA_BIT_RATE_NOT_SUPPORTED_BY_UE_WW: 278559       (0x0004401F)
W_TX_HSUPA_DATA_REQ_UNEXPECTED_FRAME_AND_SUBFRAME_WW: 278560       (0x00044020)
W_TX_HSUPA_DATA_REQ_EARLY_AND_POSTPONING_FAILED_WW: 278561       (0x00044021)
W_TX_HSUPA_DATA_REQ_OK_BUT_EENC_ACTIVE_AND_POSTPONING_FAILED_WW: 278562       (0x00044022)
W_TX_HSUPA_DATA_REQ_CONTAINS_DATA_AND_OVERLAPS_WITH_GAP_WW: 278563       (0x00044023)
W_TX_HSUPA_EENC_R2_HW_BUG_MINOR_FAILURE_WW: 278564       (0x00044024)
W_TX_HSUPA_EENC_R2_HW_BUG_MAJOR_FAILURE_WW: 278565       (0x00044025)
W_TX_HSUPA_EENC_R2_HW_BUG_UNRECOVERABLE_FAILURE_WW: 278566       (0x00044026)
W_TX_RM_CALC_NO_CH_SELECTED_WW: 278567       (0x00044027)
W_DUMMY_MAC_COMMAND_IDENTIFIER_IS_UNKNOWN_WW: 278568       (0x00044028)
W_DECO_MEMORY_CORRUPTED_WW: 278569       (0x00044029)
W_DECO_FN_VERIFY_FAILS_WW: 278570       (0x0004402A)
W_DECO_UNEXPECTED_INTERRUPT_WARNING_WW: 278571       (0x0004402B)
W_DECO_RAKEIF_EVENT_ARRIVED_FOR_UNCONFIGURED_CHANNEL_WARNING_WW: 278572       (0x0004402C)
W_DECO_CDIIRAM3_FREE_BITMAP_NOTIFICATION_WW: 278573       (0x0004402D)
W_DECO_ZERO_DATA_DETECTED_BECAUSE_OF_LOW_SIGNAL_POWER_WARNING_WW: 278574       (0x0004402E)
W_DECO_CTFC_VALUES_TOO_LARGE_TFI_VALUES_UNCERTAIN_WARNING_WW: 278575       (0x0004402F)
W_DECO_NETWORK_BTFD_GUIDING_CHANNEL_CONFIGURATION_ERROR_WW: 278576       (0x00044030)
W_DECO_BCH_WARNING_WW: 278577       (0x00044031)
W_DECO_BCH_SFN_INCONSISTENT_WARNING_WW: 278578       (0x00044032)
W_DECO_BLER_WARNING_WW: 278579       (0x00044033)
W_DECO_CCTRCH_WARNING_WW: 278580       (0x00044034)
W_DECO_CDIIRAM_WARNING_WW: 278581       (0x00044035)
W_DECO_CDIIRAM3_WARNING_WW: 278582       (0x00044036)
W_DECO_CDIIRAM3_WARNING1_WW: 278583       (0x00044037)
W_DECO_CDIIRAM3_WARNING2_WW: 278584       (0x00044038)
W_DECO_CDIIRAM3_WARNING3_WW: 278585       (0x00044039)
W_DECO_CDIIRAM3_WARNING4_WW: 278586       (0x0004403A)
W_DECO_CDIIRAM3_WARNING5_WW: 278587       (0x0004403B)
W_DECO_CDIIRAM4_WARNING_WW: 278588       (0x0004403C)
W_DECO_CDIIRAM4_WARNING1_WW: 278589       (0x0004403D)
W_DECO_CDIIRAM4_WARNING2_WW: 278590       (0x0004403E)
W_DECO_CDIIRAM4_WARNING3_WW: 278591       (0x0004403F)
W_DECO_CM_WARNING_WW: 278592       (0x00044040)
W_DECO_CRAM_WARNING_WW: 278593       (0x00044041)
W_DECO_CARM_DD_WARNING_WW: 278594       (0x00044042)
W_DECO_CRC_WARNING_WW: 278595       (0x00044043)
W_DECO_DEC_COMPATIBILITY_WARNING_WW: 278596       (0x00044044)
W_DECO_OUTPUT_SEND_WARNING_WW: 278597       (0x00044045)
W_DECO_PARAMS_WARNING_WW: 278598       (0x00044046)
W_DECO_PARAMS_PHCH_WARNING_WW: 278599       (0x00044047)
W_DECO_PARAMS_PTR_CACHE_WARNING_WW: 278600       (0x00044048)
W_DECO_PARAMS_STATEMACHINE_WARNING_WW: 278601       (0x00044049)
W_DECO_PARAMS_STORAGE_WARNING_WW: 278602       (0x0004404A)
W_DEC_PARAMS_STORAGE_NEW_LOW_WARNING_WW: 278603       (0x0004404B)
W_DECO_PARAMS_TRCH_WARNING_WW: 278604       (0x0004404C)
W_DECO_PHCH_CHARLIE_WARNING_WW: 278605       (0x0004404D)
W_DECO_PHCH_YAMA_WARNING_WW: 278606       (0x0004404E)
W_DECO_RAKEID_WARNING_WW: 278607       (0x0004404F)
W_DECO_RAKEIF_CHARLIE_WARNING_WW: 278608       (0x00044050)
W_DECO_RAKEIF_YAMA_WARNING_WW: 278609       (0x00044051)
W_DECO_RATEMATCH_WARNING_WW: 278610       (0x00044052)
W_DECO_RATEMATCH_CALC_WARNING_WW: 278611       (0x00044053)
W_DECO_SCHEDULER_WARNING_WW: 278612       (0x00044054)
W_DECO_SYNC_WARNING_WW: 278613       (0x00044055)
W_DECO_TASK_WARNING_WW: 278614       (0x00044056)
W_DECO_TASK_MESSAGE_HANDLER_WARNING_WW: 278615       (0x00044057)
W_DECO_TRACE_WARNING_WW: 278616       (0x00044058)
W_DECO_TRCHCTRL_WARNING_WW: 278617       (0x00044059)
W_DECO_TRCHDECODE_WARNING_WW: 278618       (0x0004405A)
W_DECO_TRFORMATS_WARNING_WW: 278619       (0x0004405B)
W_DECO_TRFORMATS_CALC_WARNING_WW: 278620       (0x0004405C)
W_DECO_TURBO_WARNING_WW: 278621       (0x0004405D)
W_DECO_TURBO_YAMA_WARNING_WW: 278622       (0x0004405E)
W_DECO_TURBO_YAWE_WARNING_WW: 278623       (0x0004405F)
W_DECO_VITERBI_WARNING_WW: 278624       (0x00044060)
W_DECO_HW_CDI_YAMA_WARNING_WW: 278625       (0x00044061)
W_DECO_SDD_VIT_WARNING_WW: 278626       (0x00044062)
W_DECO_SDD_VITERBI_WARNING_WW: 278627       (0x00044063)
W_DECO_SDD_VITERBI_CVIT_WARNING_WW: 278628       (0x00044064)
W_DECO_TEST_HANDLER_WARNING_WW: 278629       (0x00044065)
W_DECO_BCH_NOTIFICATION_WW: 278630       (0x00044066)
W_DECO_BLER_NOTIFICATION_WW: 278631       (0x00044067)
W_DECO_CCTRCH_NOTIFICATION_WW: 278632       (0x00044068)
W_DECO_CDIIRAM_NOTIFICATION_WW: 278633       (0x00044069)
W_DECO_CDIIRAM2_NOTIFICATION_WW: 278634       (0x0004406A)
W_DECO_CM_NOTIFICATION_WW: 278635       (0x0004406B)
W_DECO_CRAM_NOTIFICATION_WW: 278636       (0x0004406C)
W_DECO_CARM_DD_NOTIFICATION_WW: 278637       (0x0004406D)
W_DECO_CRC_NOTIFICATION_WW: 278638       (0x0004406E)
W_DECO_DEC_COMPATIBILITY_NOTIFICATION_WW: 278639       (0x0004406F)
W_DECO_OUTPUT_SEND_NOTIFICATION_WW: 278640       (0x00044070)
W_DECO_PARAMS_NOTIFICATION_WW: 278641       (0x00044071)
W_DECO_PARAMS_PHCH_NOTIFICATION_WW: 278642       (0x00044072)
W_DECO_PARAMS_PTR_CACHE_NOTIFICATION_WW: 278643       (0x00044073)
W_DECO_PARAMS_STATEMACHINE_NOTIFICATION_WW: 278644       (0x00044074)
W_DECO_PARAMS_STORAGE_NOTIFICATION_WW: 278645       (0x00044075)
W_DECO_PARAMS_TRCH_NOTIFICATION_WW: 278646       (0x00044076)
W_DECO_PHCH_CHARLIE_NOTIFICATION_WW: 278647       (0x00044077)
W_DECO_PHCH_YAMA_NOTIFICATION_WW: 278648       (0x00044078)
W_DECO_RAKEID_NOTIFICATION_WW: 278649       (0x00044079)
W_DECO_RAKEIF_CHARLIE_NOTIFICATION_WW: 278650       (0x0004407A)
W_DECO_RAKEIF_YAMA_NOTIFICATION_WW: 278651       (0x0004407B)
W_DECO_RATEMATCH_NOTIFICATION_WW: 278652       (0x0004407C)
W_DECO_RATEMATCH_CALC_NOTIFICATION_WW: 278653       (0x0004407D)
W_DECO_SCHEDULER_NOTIFICATION_WW: 278654       (0x0004407E)
W_DECO_SYNC_NOTIFICATION_WW: 278655       (0x0004407F)
W_DECO_TASK_NOTIFICATION_WW: 278656       (0x00044080)
W_DECO_TASK_MESSAGE_HANDLER_NOTIFICATION_WW: 278657       (0x00044081)
W_DECO_TRACE_NOTIFICATION_WW: 278658       (0x00044082)
W_DECO_TRCHCTRL_NOTIFICATION_WW: 278659       (0x00044083)
W_DECO_TRCHDECODE_NOTIFICATION_WW: 278660       (0x00044084)
W_DECO_TRFORMATS_NOTIFICATION_WW: 278661       (0x00044085)
W_DECO_TRFORMATS_CALC_NOTIFICATION_WW: 278662       (0x00044086)
W_DECO_TURBO_NOTIFICATION_WW: 278663       (0x00044087)
W_DECO_TURBO_YAMA_NOTIFICATION_WW: 278664       (0x00044088)
W_DECO_TURBO_YAWE_NOTIFICATION_WW: 278665       (0x00044089)
W_DECO_VITERBI_NOTIFICATION_WW: 278666       (0x0004408A)
W_DECO_HW_CDI_YAMA_NOTIFICATION_WW: 278667       (0x0004408B)
W_DECO_SDD_VIT_NOTIFICATION_WW: 278668       (0x0004408C)
W_DECO_SDD_VITERBI_NOTIFICATION_WW: 278669       (0x0004408D)
W_DECO_SDD_VITERBI_CVIT_NOTIFICATION_WW: 278670       (0x0004408E)
W_DECO_SCHEDULER_NEW_MAX_PROCESSING_DELAY_WW: 278671       (0x0004408F)
W_DECO_SCHEDULER_DELAYED_SHUTDOWN_START_WW: 278672       (0x00044090)
W_DECO_SCHEDULER_DELAYED_SHUTDOWN_COMPLETE_WW: 278673       (0x00044091)
W_DECO_PARAMS_IGNORING_PHCH_CONNECT_BECAUSE_NO_DIFFERENCE_TO_OLD_CONFIG_WW: 278674       (0x00044092)
W_DECO_PARAMS_IGNORING_PHCH_RECONFIG_BECAUSE_NO_DIFFERENCE_TO_OLD_CONFIG_WW: 278675       (0x00044093)
W_DECO_PARAMS_IGNORING_TRCH_CONFIG_BECAUSE_NO_DIFFERENCE_TO_OLD_CONFIG_WW: 278676       (0x00044094)
W_DECO_PARAMS_IGNORING_ACTIVATION_REQ_BECAUSE_NO_DIFFERENCE_TO_OLD_CONFIG_WW: 278677       (0x00044095)
W_DECO_PARAMS_IGNORING_CTFC_CONFIG_BECAUSE_NO_DIFFERENCE_TO_OLD_CONFIG_WW: 278678       (0x00044096)
W_DECO_BOOTUP_INITIAL_NOTIFICATION_WW: 278679       (0x00044097)
W_DECO_BOOTUP_FIRST_CHANNEL_SETUP_NOTIFICATION_WW: 278680       (0x00044098)
W_DECO_BOOTUP_LAST_CHANNEL_DISCONNECT_NOTIFICATION_WW: 278681       (0x00044099)
W_DECO_BOOTUP_SOME_CHANNEL_SETUP_NOTIFICATION_WW: 278682       (0x0004409A)
W_DECO_BOOTUP_SOME_CHANNEL_DISCONNECT_NOTIFICATION_WW: 278683       (0x0004409B)
W_DECO_BLER_CONFIG_PARAMETERS_AND_RESET_COUNTERS_NOTIFICATION_WW: 278684       (0x0004409C)
W_DECO_COMPRESSED_MODE_BY_PUNCTURING_IS_NOT_SUPPORTED_ERROR_WW: 278685       (0x0004409D)
W_DECO_B_WW: 278686       (0x0004409E)
W_DECO_MBMS_NOTIFICATION_WW: 278687       (0x0004409F)
W_RAKE_INTERNAL_WARNING_WW: 278688       (0x000440A0)
W_RAKE_PHCH_SETUP_WARNING_WW: 278689       (0x000440A1)
W_RAKE_RECONFIG_MISSED_DEADLINE_WW: 278690       (0x000440A2)
W_RAKE_ICH_WARNING_WW: 278691       (0x000440A3)
W_RAKE_ASIP_WARNING_WW: 278692       (0x000440A4)
W_RAKE_ASIP_CONTROL_WARNING_WW: 278693       (0x000440A5)
W_RAKE_EQU_ASIP_TRACE_BUFFER_OVERFLOW_WW: 278694       (0x000440A6)
W_EQU_ASIP_WARNING_WW: 278695       (0x000440A7)
